occurrenceID,eventID.quadrat,eventDate,country,locality,site,strata,pictureID.x,replicateID,scientificName,abundance,pictureID.y,Cover,AphiaID,Match type,LSID,ScientificName_1,AphiaID_accepted,ScientificName_accepted,rank,occurrenceStatus
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R006-00153,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R006,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,DSCN8677,6,Siphonaria lessoni,48,NA,NA,533427,phonetic,urn:lsid:marinespecies.org:taxname:533427,Siphonaria lessonii,533427,Siphonaria lessonii,Species,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R006-00154,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R006,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,NA,6,Bare rock,NA,DSCN8677,2,NA,NA,NA,NA,NA,NA,NA,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R006-00155,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R006,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,NA,6,"Balanus glandula Darwin, 1854",NA,DSCN8677,3,394848,exact,urn:lsid:marinespecies.org:taxname:394848,Balanus glandula,394848,Balanus glandula,Species,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R006-00156,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R006,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,NA,6,"Balanus glandula Darwin, 1855",NA,DSCN8677,1,394848,exact,urn:lsid:marinespecies.org:taxname:394848,Balanus glandula,394848,Balanus glandula,Species,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R006-00157,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R006,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,NA,6,Brachidontes rodriguezii/Brachidontes purpuratus,NA,DSCN8677,87,138215,exact,urn:lsid:marinespecies.org:taxname:138215,Brachidontes,138215,Brachidontes,Genus,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R006-00158,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R006,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,NA,6,Corallina officinalis,NA,DSCN8677,1,145108,exact,urn:lsid:marinespecies.org:taxname:145108,Corallina officinalis,145108,Corallina officinalis,Species,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R006-00159,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R006,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,NA,6,Ulva prolifera,NA,DSCN8677,1,234476,exact,urn:lsid:marinespecies.org:taxname:234476,Ulva prolifera,234476,Ulva prolifera,Species,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R006-00160,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R006,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,NA,6,Ralfsia sp.,NA,DSCN8677,3,143985,exact,urn:lsid:marinespecies.org:taxname:143985,Ralfsia,143985,Ralfsia,Genus,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R006-00161,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R006,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,NA,6,Scytosiphon sp.,NA,DSCN8677,1,144259,exact,urn:lsid:marinespecies.org:taxname:144259,Scytosiphon,144259,Scytosiphon,Genus,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R006-00162,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R006,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,NA,6,Ulva sp.,NA,DSCN8677,1,144296,exact,urn:lsid:marinespecies.org:taxname:144296,Ulva,144296,Ulva,Genus,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R007-00163,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R007,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,DSCN8678,7,Siphonaria lessoni,60,NA,NA,533427,phonetic,urn:lsid:marinespecies.org:taxname:533427,Siphonaria lessonii,533427,Siphonaria lessonii,Species,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R007-00164,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R007,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,NA,7,Bare rock,NA,DSCN8678,2,NA,NA,NA,NA,NA,NA,NA,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R007-00165,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R007,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,NA,7,"Balanus glandula Darwin, 1854",NA,DSCN8678,2,394848,exact,urn:lsid:marinespecies.org:taxname:394848,Balanus glandula,394848,Balanus glandula,Species,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R007-00166,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R007,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,NA,7,"Balanus glandula Darwin, 1855",NA,DSCN8678,5,394848,exact,urn:lsid:marinespecies.org:taxname:394848,Balanus glandula,394848,Balanus glandula,Species,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R007-00167,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R007,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,NA,7,Brachidontes rodriguezii/Brachidontes purpuratus,NA,DSCN8678,89,138215,exact,urn:lsid:marinespecies.org:taxname:138215,Brachidontes,138215,Brachidontes,Genus,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R007-00168,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R007,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,NA,7,Ulva prolifera,NA,DSCN8678,1,234476,exact,urn:lsid:marinespecies.org:taxname:234476,Ulva prolifera,234476,Ulva prolifera,Species,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R007-00169,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R007,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,NA,7,Ralfsia sp.,NA,DSCN8678,1,143985,exact,urn:lsid:marinespecies.org:taxname:143985,Ralfsia,143985,Ralfsia,Genus,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R008-00170,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R008,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,DSCN8679,8,Siphonaria lessoni,16,NA,NA,533427,phonetic,urn:lsid:marinespecies.org:taxname:533427,Siphonaria lessonii,533427,Siphonaria lessonii,Species,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R008-00171,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R008,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,DSCN8679,8,Exosphaeroma sp.,1,NA,NA,118429,exact,urn:lsid:marinespecies.org:taxname:118429,Exosphaeroma,118429,Exosphaeroma,Genus,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R008-00172,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R008,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,NA,8,Bare rock,NA,DSCN8679,1,NA,NA,NA,NA,NA,NA,NA,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R008-00173,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R008,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,NA,8,"Balanus glandula Darwin, 1854",NA,DSCN8679,2,394848,exact,urn:lsid:marinespecies.org:taxname:394848,Balanus glandula,394848,Balanus glandula,Species,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R008-00174,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R008,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,NA,8,"Balanus glandula Darwin, 1855",NA,DSCN8679,3,394848,exact,urn:lsid:marinespecies.org:taxname:394848,Balanus glandula,394848,Balanus glandula,Species,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R008-00175,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R008,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,NA,8,Brachidontes rodriguezii/Brachidontes purpuratus,NA,DSCN8679,94,138215,exact,urn:lsid:marinespecies.org:taxname:138215,Brachidontes,138215,Brachidontes,Genus,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R009-00176,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R009,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,DSCN8680,9,Siphonaria lessoni,68,NA,NA,533427,phonetic,urn:lsid:marinespecies.org:taxname:533427,Siphonaria lessonii,533427,Siphonaria lessonii,Species,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R009-00177,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R009,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,NA,9,Bare rock,NA,DSCN8680,6,NA,NA,NA,NA,NA,NA,NA,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R009-00178,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R009,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,NA,9,"Balanus glandula Darwin, 1854",NA,DSCN8680,1,394848,exact,urn:lsid:marinespecies.org:taxname:394848,Balanus glandula,394848,Balanus glandula,Species,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R009-00179,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R009,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,NA,9,"Balanus glandula Darwin, 1855",NA,DSCN8680,3,394848,exact,urn:lsid:marinespecies.org:taxname:394848,Balanus glandula,394848,Balanus glandula,Species,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R009-00180,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R009,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,NA,9,Brachidontes rodriguezii/Brachidontes purpuratus,NA,DSCN8680,86,138215,exact,urn:lsid:marinespecies.org:taxname:138215,Brachidontes,138215,Brachidontes,Genus,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R009-00181,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R009,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,NA,9,Ulva prolifera,NA,DSCN8680,3,234476,exact,urn:lsid:marinespecies.org:taxname:234476,Ulva prolifera,234476,Ulva prolifera,Species,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R009-00182,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R009,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,NA,9,Ralfsia sp.,NA,DSCN8680,1,143985,exact,urn:lsid:marinespecies.org:taxname:143985,Ralfsia,143985,Ralfsia,Genus,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R010-00183,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R010,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,DSCN8681,10,Siphonaria lessoni,32,NA,NA,533427,phonetic,urn:lsid:marinespecies.org:taxname:533427,Siphonaria lessonii,533427,Siphonaria lessonii,Species,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R010-00184,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R010,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,NA,10,Bare rock,NA,DSCN8681,1,NA,NA,NA,NA,NA,NA,NA,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R010-00185,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R010,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,NA,10,"Balanus glandula Darwin, 1854",NA,DSCN8681,3,394848,exact,urn:lsid:marinespecies.org:taxname:394848,Balanus glandula,394848,Balanus glandula,Species,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R010-00186,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R010,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,NA,10,"Balanus glandula Darwin, 1855",NA,DSCN8681,4,394848,exact,urn:lsid:marinespecies.org:taxname:394848,Balanus glandula,394848,Balanus glandula,Species,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R010-00187,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R010,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,NA,10,Brachidontes rodriguezii/Brachidontes purpuratus,NA,DSCN8681,87,138215,exact,urn:lsid:marinespecies.org:taxname:138215,Brachidontes,138215,Brachidontes,Genus,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R010-00188,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R010,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,NA,10,Ulva prolifera,NA,DSCN8681,1,234476,exact,urn:lsid:marinespecies.org:taxname:234476,Ulva prolifera,234476,Ulva prolifera,Species,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R010-00189,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R010,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,NA,10,Ralfsia sp.,NA,DSCN8681,4,143985,exact,urn:lsid:marinespecies.org:taxname:143985,Ralfsia,143985,Ralfsia,Genus,present
ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R001-00190,ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R001,2018-10-25,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,HIGHTIDE,NA,1,Bare rock,NA,DSCN8585,84,NA,NA,NA,NA,NA,NA,NA,present
ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R001-00191,ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R001,2018-10-25,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,HIGHTIDE,NA,1,"Balanus glandula Darwin, 1854",NA,DSCN8585,11,394848,exact,urn:lsid:marinespecies.org:taxname:394848,Balanus glandula,394848,Balanus glandula,Species,present
ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R001-00192,ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R001,2018-10-25,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,HIGHTIDE,NA,1,Brachidontes rodriguezii/Brachidontes purpuratus,NA,DSCN8585,1,138215,exact,urn:lsid:marinespecies.org:taxname:138215,Brachidontes,138215,Brachidontes,Genus,present
ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R001-00193,ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R001,2018-10-25,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,HIGHTIDE,NA,1,Ulva prolifera,NA,DSCN8585,4,234476,exact,urn:lsid:marinespecies.org:taxname:234476,Ulva prolifera,234476,Ulva prolifera,Species,present
ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R002-00194,ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R002,2018-10-25,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,HIGHTIDE,DSCN8586,2,Siphonaria lessoni,1,NA,NA,533427,phonetic,urn:lsid:marinespecies.org:taxname:533427,Siphonaria lessonii,533427,Siphonaria lessonii,Species,present
ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R002-00195,ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R002,2018-10-25,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,HIGHTIDE,NA,2,Bare rock,NA,DSCN8586,89,NA,NA,NA,NA,NA,NA,NA,present
ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R002-00196,ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R002,2018-10-25,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,HIGHTIDE,NA,2,"Balanus glandula Darwin, 1854",NA,DSCN8586,4,394848,exact,urn:lsid:marinespecies.org:taxname:394848,Balanus glandula,394848,Balanus glandula,Species,present
ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R002-00197,ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R002,2018-10-25,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,HIGHTIDE,NA,2,Ulva prolifera,NA,DSCN8586,7,234476,exact,urn:lsid:marinespecies.org:taxname:234476,Ulva prolifera,234476,Ulva prolifera,Species,present
ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R003-00198,ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R003,2018-10-25,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,HIGHTIDE,DSCN8583,3,Siphonaria lessoni,3,NA,NA,533427,phonetic,urn:lsid:marinespecies.org:taxname:533427,Siphonaria lessonii,533427,Siphonaria lessonii,Species,present
ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R003-00199,ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R003,2018-10-25,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,HIGHTIDE,NA,3,Bare rock,NA,DSCN8583,92,NA,NA,NA,NA,NA,NA,NA,present
ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R003-00200,ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R003,2018-10-25,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,HIGHTIDE,NA,3,"Balanus glandula Darwin, 1854",NA,DSCN8583,2,394848,exact,urn:lsid:marinespecies.org:taxname:394848,Balanus glandula,394848,Balanus glandula,Species,present
ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R003-00201,ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R003,2018-10-25,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,HIGHTIDE,NA,3,Ulva prolifera,NA,DSCN8583,6,234476,exact,urn:lsid:marinespecies.org:taxname:234476,Ulva prolifera,234476,Ulva prolifera,Species,present
ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R004-00202,ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R004,2018-10-25,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,HIGHTIDE,DSCN8597,4,Siphonaria lessoni,4,NA,NA,533427,phonetic,urn:lsid:marinespecies.org:taxname:533427,Siphonaria lessonii,533427,Siphonaria lessonii,Species,present
ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R004-00203,ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R004,2018-10-25,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,HIGHTIDE,NA,4,Bare rock,NA,DSCN8597,93,NA,NA,NA,NA,NA,NA,NA,present
ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R004-00204,ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R004,2018-10-25,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,HIGHTIDE,NA,4,"Balanus glandula Darwin, 1854",NA,DSCN8597,3,394848,exact,urn:lsid:marinespecies.org:taxname:394848,Balanus glandula,394848,Balanus glandula,Species,present
ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R004-00205,ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R004,2018-10-25,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,HIGHTIDE,NA,4,Ulva prolifera,NA,DSCN8597,3,234476,exact,urn:lsid:marinespecies.org:taxname:234476,Ulva prolifera,234476,Ulva prolifera,Species,present
ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R004-00206,ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R004,2018-10-25,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,HIGHTIDE,NA,4,Ralfsia sp.,NA,DSCN8597,1,143985,exact,urn:lsid:marinespecies.org:taxname:143985,Ralfsia,143985,Ralfsia,Genus,present
ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R005-00207,ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R005,2018-10-25,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,HIGHTIDE,NA,5,Bare rock,NA,DSCN8601,85,NA,NA,NA,NA,NA,NA,NA,present
ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R005-00208,ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R005,2018-10-25,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,HIGHTIDE,NA,5,"Balanus glandula Darwin, 1854",NA,DSCN8601,4,394848,exact,urn:lsid:marinespecies.org:taxname:394848,Balanus glandula,394848,Balanus glandula,Species,present
ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R005-00209,ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R005,2018-10-25,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,HIGHTIDE,NA,5,Ulva prolifera,NA,DSCN8601,9,234476,exact,urn:lsid:marinespecies.org:taxname:234476,Ulva prolifera,234476,Ulva prolifera,Species,present
ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R005-00210,ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R005,2018-10-25,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,HIGHTIDE,NA,5,Ralfsia sp.,NA,DSCN8601,2,143985,exact,urn:lsid:marinespecies.org:taxname:143985,Ralfsia,143985,Ralfsia,Genus,present
ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R006-00211,ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R006,2018-10-25,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,HIGHTIDE,DSCN8606,6,Siphonaria lessoni,4,NA,NA,533427,phonetic,urn:lsid:marinespecies.org:taxname:533427,Siphonaria lessonii,533427,Siphonaria lessonii,Species,present
ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R006-00212,ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R006,2018-10-25,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,HIGHTIDE,NA,6,Bare rock,NA,DSCN8606,86,NA,NA,NA,NA,NA,NA,NA,present
ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R006-00213,ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R006,2018-10-25,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,HIGHTIDE,NA,6,"Balanus glandula Darwin, 1854",NA,DSCN8606,9,394848,exact,urn:lsid:marinespecies.org:taxname:394848,Balanus glandula,394848,Balanus glandula,Species,present
ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R006-00214,ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R006,2018-10-25,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,HIGHTIDE,NA,6,Ulva prolifera,NA,DSCN8606,5,234476,exact,urn:lsid:marinespecies.org:taxname:234476,Ulva prolifera,234476,Ulva prolifera,Species,present
ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R007-00215,ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R007,2018-10-25,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,HIGHTIDE,DSCN8607,7,Siphonaria lessoni,3,NA,NA,533427,phonetic,urn:lsid:marinespecies.org:taxname:533427,Siphonaria lessonii,533427,Siphonaria lessonii,Species,present
ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R007-00216,ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R007,2018-10-25,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,HIGHTIDE,NA,7,Bare rock,NA,DSCN8607,93,NA,NA,NA,NA,NA,NA,NA,present
